,Aayu Malun Khola Hydro-Electric Project,Apsuwa I HEP,Chujung Khola HEP,Dudhkoshi 10 HEP,Dudhkoshi-6 HEP,Ghunsa Khola HPP,Ghunsa-Tamor HPP,Hongu Khola HPP,Ikhuwa Khola HEP,Isuwa Khola Hydropower Project,Kabeli B - 1,Kabeli-3 HEP,Kabeli-A,Kasuwa Khola HPP,Lower Hewa,Lower Isuwa Khola HPP,Lower Solu Hydropower Project,Luja Khola HPP,Mewa khola HPP,Mewa Khola Hydropower project,Middle Hongu Khola B HPP,Middle Hongukhola A Hydropower Project,Middle Mewa HPP,Middle Tamor,Palun khola small Hydropower Project,Simbuwa Khola Hydroelectric Project,Solu Hydropower Project,Solu Khola (Dudha Koshi),Super Inkhu Khola,Tamor Khola-5 HEP,Upper Apsuwa HEP,Upper Barunkhola HEP,Upper Inkhu Khola HEP,Upper Isuwa,Upper Kabeli HPP,Upper Mewa Khola -A HPP,Upper Sankhuwa Khola HEP,Upper Simbuwa Khola HPP,Upper Tamor A HPP,Upper Tamor HEP,solar_site_0,solar_site_1,solar_site_2,solar_site_3,solar_site_4,solar_site_5,solar_site_6,solar_site_7,solar_site_8,solar_site_9,solar_site_10,solar_site_11,solar_site_12,solar_site_13,solar_site_14,solar_site_15,solar_site_16,solar_site_17,solar_site_18,solar_site_19
2020-01-09 07:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09 08:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.1172273190621814,0.1396303901437371,0.1181262729124236,0.1238485158648925,0.1172273190621814,0.1238485158648925,0.1303901437371663,0.1358024691358024,0.1358024691358024,0.1338825952626158,0.1163265306122448,0.1163265306122448,0.118488253319714,0.1319018404907975,0.1233569261880687,0.1151515151515151,0.1231380337636544,0.1479690522243713,0.1346341463414634,0.1448999046711153
2020-01-09 09:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.3180428134556575,0.3316221765913758,0.3187372708757637,0.3244626407369498,0.3180428134556575,0.3244626407369498,0.3316221765913758,0.3302469135802469,0.3302469135802469,0.3336766220391349,0.3193877551020408,0.3193877551020408,0.3207354443309499,0.3312883435582822,0.3255813953488372,0.3202020202020202,0.3257199602780536,0.3491295938104449,0.3453658536585365,0.3527168732125834
2020-01-09 10:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.4892966360856269,0.5010266940451745,0.4898167006109979,0.4953940634595701,0.4892966360856269,0.4953940634595701,0.502053388090349,0.5010288065843621,0.5010288065843621,0.5036045314109165,0.4908163265306122,0.4908163265306122,0.4923391215526047,0.5,0.493427704752275,0.4919191919191919,0.4995034756703078,0.5212765957446809,0.5239024390243903,0.5309818875119161
2020-01-09 11:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.6146788990825688,0.6180698151950719,0.615071283095723,0.6100307062436029,0.6146788990825688,0.6100307062436029,0.6252566735112937,0.6255144032921811,0.6255144032921811,0.6179196704428425,0.6081632653061224,0.6081632653061224,0.616956077630235,0.6155419222903885,0.6157735085945399,0.6202020202020202,0.6226415094339622,0.6411992263056093,0.6331707317073171,0.6549094375595805
2020-01-09 12:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.6717635066258919,0.6765913757700205,0.6731160896130346,0.6642784032753326,0.6717635066258919,0.6642784032753326,0.6724845995893224,0.6718106995884774,0.6718106995884774,0.6714727085478888,0.6683673469387755,0.6683673469387755,0.6670071501532175,0.6728016359918201,0.6723963599595552,0.6808080808080809,0.6822244289970208,0.6963249516441006,0.6917073170731707,0.7140133460438512
2020-01-09 13:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.6595310907237513,0.6591375770020534,0.659877800407332,0.654042988741044,0.6595310907237513,0.654042988741044,0.6591375770020534,0.6635802469135802,0.6635802469135802,0.6570545829042225,0.6561224489795918,0.6561224489795918,0.6618998978549541,0.6656441717791411,0.6673407482305359,0.6696969696969697,0.6713008937437934,0.6808510638297872,0.6965853658536585,0.7025738798856054
2020-01-09 14:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.5769622833843018,0.5687885010266941,0.5590631364562119,0.5783009211873081,0.5769622833843018,0.5783009211873081,0.5739219712525667,0.5751028806584362,0.5751028806584362,0.5705458290422245,0.573469387755102,0.573469387755102,0.5801838610827375,0.5797546012269938,0.5813953488372093,0.5898989898989899,0.5918570009930486,0.5967117988394585,0.615609756097561,0.6234509056244042
2020-01-09 15:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.3577981651376147,0.4219712525667351,0.4022403258655804,0.4298874104401228,0.3577981651376147,0.4298874104401228,0.4281314168377823,0.4290123456790123,0.4290123456790123,0.4232749742533471,0.3857142857142857,0.3857142857142857,0.4269662921348314,0.4325153374233129,0.4398382204246714,0.4464646464646464,0.4518371400198609,0.4526112185686654,0.4721951219512195,0.4823641563393708
2020-01-09 16:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.2528032619775739,0.2371663244353182,0.2505091649694501,0.2169907881269191,0.2528032619775739,0.2169907881269191,0.2422997946611909,0.2376543209876543,0.2376543209876543,0.2378990731204943,0.2173469387755102,0.2173469387755102,0.247191011235955,0.2453987730061349,0.2558139534883721,0.2636363636363636,0.2671300893743793,0.264990328820116,0.2839024390243902,0.2945662535748332
2020-01-09 17:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.0407747196738022,0.0297741273100616,0.0397148676171079,0.0368474923234391,0.0407747196738022,0.0368474923234391,0.0328542094455852,0.0349794238683127,0.0349794238683127,0.0278063851699279,0.0438775510204081,0.0438775510204081,0.0408580183861082,0.0316973415132924,0.038422649140546,0.0484848484848484,0.0536246276067527,0.0473887814313346,0.0565853658536585,0.0686367969494756
2020-01-09 18:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09 19:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09 20:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09 21:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09 22:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09 23:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 00:00:00,1.0,0.7472121514954745,0.7631905541233104,0.9535228789893658,0.931828464972578,0.7877419972103776,0.7877419972103776,0.9063634619312748,0.7582599400156704,0.7884790480120671,0.7651499579908458,0.7000587930471223,0.812462297676832,0.757479073118065,0.9758313351194609,0.7884790480120671,0.9502249985900084,0.8870044907506888,0.7588497019745619,0.7588497019745619,0.9115855653089404,0.9899877817231536,1.0,0.7812714405072847,0.7591006780933356,0.6593559113660468,0.9502249985900084,0.9565770626228906,0.9153728086075826,0.9076062322168876,0.7472121514954745,0.923952164710868,0.845074001438833,0.7884790480120671,0.6998975775890407,1.0,0.7838906331009117,0.6820129046178014,0.7812714405072847,0.7733679618240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 01:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 02:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 03:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 04:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 05:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 06:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 07:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 08:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.0642201834862385,0.0749486652977412,0.1191446028513238,0.0327533265097236,0.0642201834862385,0.0327533265097236,0.0759753593429158,0.0545267489711934,0.0545267489711934,0.0690010298661174,0.0224489795918367,0.0224489795918367,0.0888661899897855,0.0828220858895705,0.0374115267947421,0.0848484848484848,0.0714995034756703,0.09284332688588,0.1014634146341463,0.0791229742612011
2020-01-10 09:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.0958205912334352,0.1334702258726899,0.0855397148676171,0.112589559877175,0.0958205912334352,0.112589559877175,0.0646817248459959,0.0617283950617283,0.0617283950617283,0.0792996910401647,0.0806122448979591,0.0806122448979591,0.0909090909090909,0.1431492842535787,0.0808897876643073,0.0959595959595959,0.0585898709036742,0.1856866537717601,0.2448780487804878,0.1773117254528122
2020-01-10 10:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.1916411824668705,0.0975359342915811,0.1812627291242362,0.1258955987717502,0.1916411824668705,0.1258955987717502,0.1170431211498973,0.1213991769547325,0.1213991769547325,0.1091658084449021,0.1846938775510204,0.1846938775510204,0.1644535240040858,0.1380368098159509,0.1890798786653185,0.1929292929292929,0.2353525322740814,0.1837524177949709,0.2478048780487804,0.2869399428026692
2020-01-10 11:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.182466870540265,0.1365503080082135,0.1537678207739307,0.1760491299897645,0.182466870540265,0.1760491299897645,0.1375770020533881,0.2242798353909465,0.2242798353909465,0.164778578784758,0.1704081632653061,0.1704081632653061,0.1644535240040858,0.1625766871165644,0.2396359959555106,0.1767676767676767,0.2720953326713008,0.172147001934236,0.2829268292682926,0.2183031458531935
2020-01-10 12:00:00,1.0,1.0,1.0,0.9860105273284114,1.0,0.9310428709982288,0.9310428709982288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796862221928216,0.8796862221928216,1.0,1.0,1.0,0.927849606605861,1.0,0.8758246016210156,1.0,1.0,1.0,1.0,1.0,0.9949096528365584,1.0,1.0,1.0,1.0,1.0,0.9802636122257242,0.927849606605861,0.8776466693968589,0.2334352701325178,0.1314168377823408,0.2057026476578411,0.1606960081883316,0.2334352701325178,0.1606960081883316,0.148870636550308,0.2006172839506173,0.2006172839506173,0.1524201853759011,0.2928571428571428,0.2928571428571428,0.2073544433094994,0.2300613496932515,0.3124368048533872,0.1535353535353535,0.2571996027805363,0.1634429400386847,0.3551219512195122,0.4251668255481411
